REGION,SITE,SITE TYPE,LATITUDE,LONGITUDE,SURVEY YEAR,COUNT NON-PUP,COUNT NON-PUP INTERPOLATED/EXTRAPOLATED,COUNT PUP,COUNT PUP INTERPOLATED/EXTRAPOLATED,COUNT PUP PRE-ROOKERY,COUNT PUP PRE-ROOKERY INTERPOLATED/EXTRAPOLATED
West Coast Vancouver Island,Long Beach,Y,49.03883333,-125.7188333,1971,394,,,,,
West Coast Vancouver Island,Long Beach,Y,49.03883333,-125.7188333,1972,265,,,,,
West Coast Vancouver Island,Long Beach,Y,49.03883333,-125.7188333,1977,10,,,,,
West Coast Vancouver Island,Long Beach,Y,49.03883333,-125.7188333,1982,262,,,,,
West Coast Vancouver Island,Long Beach,Y,49.03883333,-125.7188333,1987,231,,,,,
West Coast Vancouver Island,Long Beach,Y,49.03883333,-125.7188333,1992,344,,,,,
West Coast Vancouver Island,Long Beach,Y,49.03883333,-125.7188333,1994,298,,,,,
West Coast Vancouver Island,Long Beach,Y,49.03883333,-125.7188333,1998,535,,,,,
West Coast Vancouver Island,Long Beach,Y,49.03883333,-125.7188333,2002,714,,,,,
West Coast Vancouver Island,Long Beach,Y,49.03883333,-125.7188333,2006,388,,,,,
West Coast Vancouver Island,Long Beach,Y,49.03883333,-125.7188333,2008,295,,,,,
West Coast Vancouver Island,Long Beach,Y,49.03883333,-125.7188333,2010,367,,,,,
West Coast Vancouver Island,Long Beach,Y,49.03883333,-125.7188333,2013,447,,,,,
West Coast Vancouver Island,Plover Reefs,W/Y,49.169167,-126.083611,1971,0,,,,,
West Coast Vancouver Island,Plover Reefs,W/Y,49.169167,-126.083611,1972,0,,,,,
West Coast Vancouver Island,Plover Reefs,W/Y,49.169167,-126.083611,1977,0,,,,,
West Coast Vancouver Island,Plover Reefs,W/Y,49.169167,-126.083611,1982,0,,,,,
West Coast Vancouver Island,Plover Reefs,W/Y,49.169167,-126.083611,1987,0,,,,,
West Coast Vancouver Island,Plover Reefs,W/Y,49.169167,-126.083611,1992,0,,,,,
West Coast Vancouver Island,Plover Reefs,W/Y,49.169167,-126.083611,1994,0,,,,,
West Coast Vancouver Island,Plover Reefs,W/Y,49.169167,-126.083611,1998,0,,,,,
West Coast Vancouver Island,Plover Reefs,W/Y,49.169167,-126.083611,2002,0,,,,,
West Coast Vancouver Island,Plover Reefs,W/Y,49.169167,-126.083611,2006,0,,,,,
West Coast Vancouver Island,Plover Reefs,W/Y,49.169167,-126.083611,2008,10,,,,,
West Coast Vancouver Island,Plover Reefs,W/Y,49.169167,-126.083611,2010,0,,,,,
West Coast Vancouver Island,Plover Reefs,W/Y,49.169167,-126.083611,2013,154,,,,,
West Coast Vancouver Island,Raphael Point,W,49.308333,-126.22833,1971,0,,,,,
West Coast Vancouver Island,Raphael Point,W,49.308333,-126.22833,1972,0,,,,,
West Coast Vancouver Island,Raphael Point,W,49.308333,-126.22833,1977,0,,,,,
West Coast Vancouver Island,Raphael Point,W,49.308333,-126.22833,1982,0,,,,,
West Coast Vancouver Island,Raphael Point,W,49.308333,-126.22833,1987,0,,,,,
West Coast Vancouver Island,Raphael Point,W,49.308333,-126.22833,1992,0,,,,,
West Coast Vancouver Island,Raphael Point,W,49.308333,-126.22833,1994,58,,,,,
West Coast Vancouver Island,Raphael Point,W,49.308333,-126.22833,1998,0,,,,,
West Coast Vancouver Island,Raphael Point,W,49.308333,-126.22833,2002,0,,,,,
West Coast Vancouver Island,Raphael Point,W,49.308333,-126.22833,2006,0,,,,,
West Coast Vancouver Island,Raphael Point,W,49.308333,-126.22833,2008,0,,,,,
West Coast Vancouver Island,Raphael Point,W,49.308333,-126.22833,2010,0,,,,,
West Coast Vancouver Island,Raphael Point,W,49.308333,-126.22833,2013,0,,,,,
West Coast Vancouver Island,Perez Rocks,Y,49.40333333,-126.58333,1971,ns,,,,,
West Coast Vancouver Island,Perez Rocks,Y,49.40333333,-126.58333,1972,ns,,,,,
West Coast Vancouver Island,Perez Rocks,Y,49.40333333,-126.58333,1977,ns,,,,,
West Coast Vancouver Island,Perez Rocks,Y,49.40333333,-126.58333,1982,ns,,,,,
West Coast Vancouver Island,Perez Rocks,Y,49.40333333,-126.58333,1987,ns,,,,,
West Coast Vancouver Island,Perez Rocks,Y,49.40333333,-126.58333,1992,ns,,,,,
West Coast Vancouver Island,Perez Rocks,Y,49.40333333,-126.58333,1994,ns,,,,,
West Coast Vancouver Island,Perez Rocks,Y,49.40333333,-126.58333,1998,ns,,,,,
West Coast Vancouver Island,Perez Rocks,Y,49.40333333,-126.58333,2002,ns,,,,,
West Coast Vancouver Island,Perez Rocks,Y,49.40333333,-126.58333,2006,353,,,,,
West Coast Vancouver Island,Perez Rocks,Y,49.40333333,-126.58333,2008,466,,,,,
West Coast Vancouver Island,Perez Rocks,Y,49.40333333,-126.58333,2010,321,,,,,
West Coast Vancouver Island,Perez Rocks,Y,49.40333333,-126.58333,2013,320,,,,,
West Coast Vancouver Island,Perez Rocks,W,49.74333333,-126.9783333,1971,0,,,,,
West Coast Vancouver Island,Perez Rocks,W,49.74333333,-126.9783333,1972,0,,,,,
West Coast Vancouver Island,Perez Rocks,W,49.74333333,-126.9783333,1977,0,,,,,
West Coast Vancouver Island,Perez Rocks,W,49.74333333,-126.9783333,1982,0,,,,,
West Coast Vancouver Island,Perez Rocks,W,49.74333333,-126.9783333,1987,0,,,,,
West Coast Vancouver Island,Perez Rocks,W,49.74333333,-126.9783333,1992,0,,,,,
West Coast Vancouver Island,Perez Rocks,W,49.74333333,-126.9783333,1994,0,,,,,
West Coast Vancouver Island,Perez Rocks,W,49.74333333,-126.9783333,1998,0,,,,,
West Coast Vancouver Island,Perez Rocks,W,49.74333333,-126.9783333,2002,0,,,,,
West Coast Vancouver Island,Perez Rocks,W,49.74333333,-126.9783333,2006,16,,,,,
West Coast Vancouver Island,Perez Rocks,W,49.74333333,-126.9783333,2008,2,,,,,
West Coast Vancouver Island,Perez Rocks,W,49.74333333,-126.9783333,2010,0,,,,,
West Coast Vancouver Island,Perez Rocks,W,49.74333333,-126.9783333,2013,2,,,,,
West Coast Vancouver Island,Barrier Islands,Y,50.011667,-127.526667,1971,,145,,,,
West Coast Vancouver Island,Barrier Islands,Y,50.011667,-127.526667,1972,,145,,,,
West Coast Vancouver Island,Barrier Islands,Y,50.011667,-127.526667,1977,105,,,,,
West Coast Vancouver Island,Barrier Islands,Y,50.011667,-127.526667,1982,153,,,,,
West Coast Vancouver Island,Barrier Islands,Y,50.011667,-127.526667,1987,149,,,,,
West Coast Vancouver Island,Barrier Islands,Y,50.011667,-127.526667,1992,274,,,,,
West Coast Vancouver Island,Barrier Islands,Y,50.011667,-127.526667,1994,290,,,,,
West Coast Vancouver Island,Barrier Islands,Y,50.011667,-127.526667,1998,843,,,,,
West Coast Vancouver Island,Barrier Islands,Y,50.011667,-127.526667,2002,585,,,,,
West Coast Vancouver Island,Barrier Islands,Y,50.011667,-127.526667,2006,542,,,,,
West Coast Vancouver Island,Barrier Islands,Y,50.011667,-127.526667,2008,1051,,,,,
West Coast Vancouver Island,Barrier Islands,Y,50.011667,-127.526667,2010,1284,,,,,
West Coast Vancouver Island,Barrier Islands,Y,50.011667,-127.526667,2013,1049,,,,,
West Coast Vancouver Island,O'Leary Islets,Y/W,50.101667,-127.646667,1971,331,,,,,
West Coast Vancouver Island,O'Leary Islets,Y/W,50.101667,-127.646667,1972,,266,,,,
West Coast Vancouver Island,O'Leary Islets,Y/W,50.101667,-127.646667,1977,200,,,,,
West Coast Vancouver Island,O'Leary Islets,Y/W,50.101667,-127.646667,1982,85,,,,,
West Coast Vancouver Island,O'Leary Islets,Y/W,50.101667,-127.646667,1987,60,,,,,
West Coast Vancouver Island,O'Leary Islets,Y/W,50.101667,-127.646667,1992,81,,,,,
West Coast Vancouver Island,O'Leary Islets,Y/W,50.101667,-127.646667,1994,14,,,,,
West Coast Vancouver Island,O'Leary Islets,Y/W,50.101667,-127.646667,1998,74,,,,,
West Coast Vancouver Island,O'Leary Islets,Y/W,50.101667,-127.646667,2002,2,,,,,
West Coast Vancouver Island,O'Leary Islets,Y/W,50.101667,-127.646667,2006,141,,,,,
West Coast Vancouver Island,O'Leary Islets,Y/W,50.101667,-127.646667,2008,0,,,,,
West Coast Vancouver Island,O'Leary Islets,Y/W,50.101667,-127.646667,2010,0,,,,,
West Coast Vancouver Island,O'Leary Islets,Y/W,50.101667,-127.646667,2013,0,,,,,
West Coast Vancouver Island,Solander Island,W/Y,50.111667,-127.9398333,1971,0,,,,,
West Coast Vancouver Island,Solander Island,W/Y,50.111667,-127.9398333,1972,3,,,,,
West Coast Vancouver Island,Solander Island,W/Y,50.111667,-127.9398333,1977,1,,,,,
West Coast Vancouver Island,Solander Island,W/Y,50.111667,-127.9398333,1982,0,,,,,
West Coast Vancouver Island,Solander Island,W/Y,50.111667,-127.9398333,1987,0,,,,,
West Coast Vancouver Island,Solander Island,W/Y,50.111667,-127.9398333,1992,51,,,,,
West Coast Vancouver Island,Solander Island,W/Y,50.111667,-127.9398333,1994,419,,,,,
West Coast Vancouver Island,Solander Island,W/Y,50.111667,-127.9398333,1998,179,,,,,
West Coast Vancouver Island,Solander Island,W/Y,50.111667,-127.9398333,2002,187,,,,,
West Coast Vancouver Island,Solander Island,W/Y,50.111667,-127.9398333,2006,876,,,,,
West Coast Vancouver Island,Solander Island,W/Y,50.111667,-127.9398333,2008,320,,,,,
West Coast Vancouver Island,Solander Island,W/Y,50.111667,-127.9398333,2010,632,,,,,
West Coast Vancouver Island,Solander Island,W/Y,50.111667,-127.9398333,2013,285,,,,,
West Coast Vancouver Island,Cape Scott,W,50.785,-128.4198333,1971,0,,,,,
West Coast Vancouver Island,Cape Scott,W,50.785,-128.4198333,1972,,0,,,,
West Coast Vancouver Island,Cape Scott,W,50.785,-128.4198333,1977,1,,,,,
West Coast Vancouver Island,Cape Scott,W,50.785,-128.4198333,1982,0,,,,,
West Coast Vancouver Island,Cape Scott,W,50.785,-128.4198333,1987,1,,,,,
West Coast Vancouver Island,Cape Scott,W,50.785,-128.4198333,1992,42,,,,,
West Coast Vancouver Island,Cape Scott,W,50.785,-128.4198333,1994,68,,,,,
West Coast Vancouver Island,Cape Scott,W,50.785,-128.4198333,1998,0,,,,,
West Coast Vancouver Island,Cape Scott,W,50.785,-128.4198333,2002,0,,,,,
West Coast Vancouver Island,Cape Scott,W,50.785,-128.4198333,2006,0,,,,,
West Coast Vancouver Island,Cape Scott,W,50.785,-128.4198333,2008,0,,,,,
West Coast Vancouver Island,Cape Scott,W,50.785,-128.4198333,2010,0,,,,,
West Coast Vancouver Island,Cape Scott,W,50.785,-128.4198333,2013,0,,,,,
Scott Islands,Beresford Island,Y,50.792,-128.7696667,1971,71,,,,,
Scott Islands,Beresford Island,Y,50.792,-128.7696667,1972,6,,,,,
Scott Islands,Beresford Island,Y,50.792,-128.7696667,1977,24,,,,,
Scott Islands,Beresford Island,Y,50.792,-128.7696667,1982,100,,,,,
Scott Islands,Beresford Island,Y,50.792,-128.7696667,1987,124,,,,,
Scott Islands,Beresford Island,Y,50.792,-128.7696667,1992,164,,,,,
Scott Islands,Beresford Island,Y,50.792,-128.7696667,1994,119,,,,,
Scott Islands,Beresford Island,Y,50.792,-128.7696667,1998,5,,,,,
Scott Islands,Beresford Island,Y,50.792,-128.7696667,2002,147,,,,,
Scott Islands,Beresford Island,Y,50.792,-128.7696667,2006,13,,,,,
Scott Islands,Beresford Island,Y,50.792,-128.7696667,2008,397,,,,,
Scott Islands,Beresford Island,Y,50.792,-128.7696667,2010,153,,,,,
Scott Islands,Beresford Island,Y,50.792,-128.7696667,2013,222,,,,,
Scott Islands,Maggot Island,R,50.80183,-128.7793333,1971,418,,174,,,
Scott Islands,Maggot Island,R,50.80183,-128.7793333,1972,416,,188,,,
Scott Islands,Maggot Island,R,50.80183,-128.7793333,1977,627,,147,,,
Scott Islands,Maggot Island,R,50.80183,-128.7793333,1982,442,,171,,,
Scott Islands,Maggot Island,R,50.80183,-128.7793333,1987,550,,180,,,
Scott Islands,Maggot Island,R,50.80183,-128.7793333,1992,511,,107,,,
Scott Islands,Maggot Island,R,50.80183,-128.7793333,1994,371,,76,,,
Scott Islands,Maggot Island,R,50.80183,-128.7793333,1998,245,,72,,,
Scott Islands,Maggot Island,R,50.80183,-128.7793333,2002,456,,77,,,
Scott Islands,Maggot Island,R,50.80183,-128.7793333,2006,590,,62,,,
Scott Islands,Maggot Island,R,50.80183,-128.7793333,2008,362,,36,,,
Scott Islands,Maggot Island,R,50.80183,-128.7793333,2010,286,,56,,,
Scott Islands,Maggot Island,R,50.80183,-128.7793333,2013,322,,54,,,
Scott Islands,Sartine Island,R,50.81983333,-128.903,1971,628,,163,,,
Scott Islands,Sartine Island,R,50.81983333,-128.903,1972,616,,273,,,
Scott Islands,Sartine Island,R,50.81983333,-128.903,1977,879,,309,,,
Scott Islands,Sartine Island,R,50.81983333,-128.903,1982,806,,409,,,
Scott Islands,Sartine Island,R,50.81983333,-128.903,1987,600,,176,,,
Scott Islands,Sartine Island,R,50.81983333,-128.903,1992,575,,253,,,
Scott Islands,Sartine Island,R,50.81983333,-128.903,1994,343,,62,,,
Scott Islands,Sartine Island,R,50.81983333,-128.903,1998,262,,148,,,
Scott Islands,Sartine Island,R,50.81983333,-128.903,2002,268,,146,,,
Scott Islands,Sartine Island,R,50.81983333,-128.903,2006,379,,178,,,
Scott Islands,Sartine Island,R,50.81983333,-128.903,2008,264,,101,,,
Scott Islands,Sartine Island,R,50.81983333,-128.903,2010,231,,104,,,
Scott Islands,Sartine Island,R,50.81983333,-128.903,2013,239,,140,,,
Scott Islands,Triangle Island,R,50.87133333,-129.0773333,1971,550,,181,,,
Scott Islands,Triangle Island,R,50.87133333,-129.0773333,1972,375,,189,,,
Scott Islands,Triangle Island,R,50.87133333,-129.0773333,1977,570,,140,,,
Scott Islands,Triangle Island,R,50.87133333,-129.0773333,1982,376,,185,,,
Scott Islands,Triangle Island,R,50.87133333,-129.0773333,1987,1057,,305,,,
Scott Islands,Triangle Island,R,50.87133333,-129.0773333,1992,1603,,476,,,
Scott Islands,Triangle Island,R,50.87133333,-129.0773333,1994,1626,,630,,,
Scott Islands,Triangle Island,R,50.87133333,-129.0773333,1998,2540,,1221,,,
Scott Islands,Triangle Island,R,50.87133333,-129.0773333,2002,2995,,2199,,,
Scott Islands,Triangle Island,R,50.87133333,-129.0773333,2006,3576,,2674,,,
Scott Islands,Triangle Island,R,50.87133333,-129.0773333,2008,3645,,2550,,,
Scott Islands,Triangle Island,R,50.87133333,-129.0773333,2010,4651,,3776,,,
Scott Islands,Triangle Island,R,50.87133333,-129.0773333,2013,5249,,4106,,,
Central Mainland Coast,Virgin Rocks,Y/R,51.28016667,-128.203,1971,317,,,,0,
Central Mainland Coast,Virgin Rocks,Y/R,51.28016667,-128.203,1972,205,,,,0,
Central Mainland Coast,Virgin Rocks,Y/R,51.28016667,-128.203,1977,62,,,,0,
Central Mainland Coast,Virgin Rocks,Y/R,51.28016667,-128.203,1982,190,,,,0,
Central Mainland Coast,Virgin Rocks,Y/R,51.28016667,-128.203,1987,229,,,,0,
Central Mainland Coast,Virgin Rocks,Y/R,51.28016667,-128.203,1992,157,,,,0,
Central Mainland Coast,Virgin Rocks,Y/R,51.28016667,-128.203,1994,131,,,,0,
Central Mainland Coast,Virgin Rocks,Y/R,51.28016667,-128.203,1998,168,,,,0,
Central Mainland Coast,Virgin Rocks,Y/R,51.28016667,-128.203,2002,419,,,,1,
Central Mainland Coast,Virgin Rocks,Y/R,51.28016667,-128.203,2006,516,,55,,,
Central Mainland Coast,Virgin Rocks,Y/R,51.28016667,-128.203,2008,595,,100,,,
Central Mainland Coast,Virgin Rocks,Y/R,51.28016667,-128.203,2010,533,,155,,,
Central Mainland Coast,Virgin Rocks,Y/R,51.28016667,-128.203,2013,1350,,268,,,
Central Mainland Coast,Pearl Rocks,Y,51.3633333,-128.001667,1971,100,,,,,
Central Mainland Coast,Pearl Rocks,Y,51.3633333,-128.001667,1972,81,,,,,
Central Mainland Coast,Pearl Rocks,Y,51.3633333,-128.001667,1977,276,,,,,
Central Mainland Coast,Pearl Rocks,Y,51.3633333,-128.001667,1982,23,,,,,
Central Mainland Coast,Pearl Rocks,Y,51.3633333,-128.001667,1987,128,,,,,
Central Mainland Coast,Pearl Rocks,Y,51.3633333,-128.001667,1992,126,,,,,
Central Mainland Coast,Pearl Rocks,Y,51.3633333,-128.001667,1994,98,,,,,
Central Mainland Coast,Pearl Rocks,Y,51.3633333,-128.001667,1998,199,,,,,
Central Mainland Coast,Pearl Rocks,Y,51.3633333,-128.001667,2002,467,,,,,
Central Mainland Coast,Pearl Rocks,Y,51.3633333,-128.001667,2006,449,,,,,
Central Mainland Coast,Pearl Rocks,Y,51.3633333,-128.001667,2008,247,,,,,
Central Mainland Coast,Pearl Rocks,Y,51.3633333,-128.001667,2010,263,,,,,
Central Mainland Coast,Pearl Rocks,Y,51.3633333,-128.001667,2013,414,,,,,
Central Mainland Coast,Blenheim,W/Y,51.80781667,-128.2533,1971,ns,,,,,
Central Mainland Coast,Blenheim,W/Y,51.80781667,-128.2533,1972,ns,,,,,
Central Mainland Coast,Blenheim,W/Y,51.80781667,-128.2533,1977,0,,,,,
Central Mainland Coast,Blenheim,W/Y,51.80781667,-128.2533,1982,0,,,,,
Central Mainland Coast,Blenheim,W/Y,51.80781667,-128.2533,1987,0,,,,,
Central Mainland Coast,Blenheim,W/Y,51.80781667,-128.2533,1992,0,,,,,
Central Mainland Coast,Blenheim,W/Y,51.80781667,-128.2533,1994,0,,,,,
Central Mainland Coast,Blenheim,W/Y,51.80781667,-128.2533,1998,0,,,,,
Central Mainland Coast,Blenheim,W/Y,51.80781667,-128.2533,2002,,0,,,,
Central Mainland Coast,Blenheim,W/Y,51.80781667,-128.2533,2006,,0,,,,
Central Mainland Coast,Blenheim,W/Y,51.80781667,-128.2533,2008,0,,,,,
Central Mainland Coast,Blenheim,W/Y,51.80781667,-128.2533,2010,3,,,,,
Central Mainland Coast,Blenheim,W/Y,51.80781667,-128.2533,2013,42,,,,,
Central Mainland Coast,Gosling Rocks,Y,51.86833,-128.4598333,1971,106,,,,0,
Central Mainland Coast,Gosling Rocks,Y,51.86833,-128.4598333,1972,,93,,,,0
Central Mainland Coast,Gosling Rocks,Y,51.86833,-128.4598333,1977,37,,,,0,
Central Mainland Coast,Gosling Rocks,Y,51.86833,-128.4598333,1982,179,,,,1,
Central Mainland Coast,Gosling Rocks,Y,51.86833,-128.4598333,1987,135,,,,0,
Central Mainland Coast,Gosling Rocks,Y,51.86833,-128.4598333,1992,72,,,,0,
Central Mainland Coast,Gosling Rocks,Y,51.86833,-128.4598333,1994,192,,,,0,
Central Mainland Coast,Gosling Rocks,Y,51.86833,-128.4598333,1998,133,,,,0,
Central Mainland Coast,Gosling Rocks,Y,51.86833,-128.4598333,2002,160,,,,2,
Central Mainland Coast,Gosling Rocks,Y,51.86833,-128.4598333,2006,257,,,,0,
Central Mainland Coast,Gosling Rocks,Y,51.86833,-128.4598333,2008,308,,,,14,
Central Mainland Coast,Gosling Rocks,Y,51.86833,-128.4598333,2010,439,,,,26,
Central Mainland Coast,Gosling Rocks,Y,51.86833,-128.4598333,2013,384,,122,,,
Central Mainland Coast,McInnes Island,Y,52.2625,-128.7208333,1971,196,,,,,
Central Mainland Coast,McInnes Island,Y,52.2625,-128.7208333,1972,,80,,,,
Central Mainland Coast,McInnes Island,Y,52.2625,-128.7208333,1977,45,,,,,
Central Mainland Coast,McInnes Island,Y,52.2625,-128.7208333,1982,0,,,,,
Central Mainland Coast,McInnes Island,Y,52.2625,-128.7208333,1987,0,,,,,
Central Mainland Coast,McInnes Island,Y,52.2625,-128.7208333,1992,109,,,,,
Central Mainland Coast,McInnes Island,Y,52.2625,-128.7208333,1994,241,,,,,
Central Mainland Coast,McInnes Island,Y,52.2625,-128.7208333,1998,163,,,,,
Central Mainland Coast,McInnes Island,Y,52.2625,-128.7208333,2002,25,,,,,
Central Mainland Coast,McInnes Island,Y,52.2625,-128.7208333,2006,,81,,,,
Central Mainland Coast,McInnes Island,Y,52.2625,-128.7208333,2008,263,,,,,
Central Mainland Coast,McInnes Island,Y,52.2625,-128.7208333,2010,139,,,,,
Central Mainland Coast,McInnes Island,Y,52.2625,-128.7208333,2013,262,,,,,
Central Mainland Coast,Steele Rock,Y,52.46333333,-129.371667,1971,,88,,,,
Central Mainland Coast,Steele Rock,Y,52.46333333,-129.371667,1972,,88,,,,
Central Mainland Coast,Steele Rock,Y,52.46333333,-129.371667,1977,85,,,,,
Central Mainland Coast,Steele Rock,Y,52.46333333,-129.371667,1982,150,,,,,
Central Mainland Coast,Steele Rock,Y,52.46333333,-129.371667,1987,7,,,,,
Central Mainland Coast,Steele Rock,Y,52.46333333,-129.371667,1992,35,,,,,
Central Mainland Coast,Steele Rock,Y,52.46333333,-129.371667,1994,137,,,,,
Central Mainland Coast,Steele Rock,Y,52.46333333,-129.371667,1998,227,,,,,
Central Mainland Coast,Steele Rock,Y,52.46333333,-129.371667,2002,101,,,,,
